"postcode","pc_numeric","pc_character","city","suburb","latitude","longitude","asking_price","offered_since","living_area","available_now","type_build","volume","nr_rooms","build_year","bedrooms","bathrooms","alarm","jacuzzi","sauna","bath"
"3083 HA","3083"," HA","Rotterdam","Carnisse",51.8902,4.47816,150000,"6+ months",145,0,"Existing",450,6,"1906",5,1,0,0,0,1
"2994 GD","2994"," GD","Barendrecht","Vrijenburg",51.85687,4.499707,299000,"6+ months",144,0,"New",512,5,"2016",3,1,0,0,0,0
"3161 BD","3161"," BD","Rhoon","Rhoon-Centrum",51.85795,4.415768,329000,"6+ months",135,0,"Existing",410,6,"1939",5,1,0,0,0,1
"3069 WH","3069"," WH","Rotterdam","Zevenkamp",51.96646,4.565845,185000,"6+ months",120,0,"Existing",350,6,"1983",5,1,0,0,0,1
"3043 HE","3043"," HE","Rotterdam","Overschie",51.94412,4.422996,194500,"6+ months",207,0,"Existing",625,10,"1929",6,2,0,0,0,0
"2914 CG","2914"," CG","Nieuwerkerk aan den IJssel","Zuidplas Zuid",51.97252,4.619199,239000,"4 months",115,0,"Existing",375,5,"1980",4,1,0,0,0,1
"3171 HC","3171"," HC","Poortugaal","Landweg",51.85449,4.400798,375000,"6+ months",110,0,"Existing",330,4,"1993",3,1,0,0,0,0
"3079 DJ","3079"," DJ","Rotterdam","Groot-IJsselmonde",51.8799,4.539691,172500,"6+ months",80,0,"Existing",220,3,"1925",2,1,0,0,0,0
"2993 PP","2993"," PP","Barendrecht","Meerwede Zuidoost",51.8507,4.50284,359500,"6+ months",155,0,"Existing",465,5,"1998",4,2,1,0,0,1
"2951 VV","2951"," VV","Alblasserdam","Redersbuurt",51.8632,4.659708,139500,"6+ months",75,0,"Existing",240,5,"1945",4,1,0,0,0,0
"3059 LA","3059"," LA","Rotterdam","Nesselande",51.9816,4.59414,799000,"6+ months",155,0,"Existing",550,5,"1978",4,1,0,0,0,1
"3086 VS","3086"," VS","Rotterdam","Pendrecht",51.87088,4.469337,210000,"6+ months",122,0,"Existing",400,5,"1999",5,1,0,0,0,0
"3053 HH","3053"," HH","Rotterdam","Schiebroek",51.96137,4.470632,499000,"6+ months",195,0,"Existing",565,7,"1958",5,1,0,0,0,1
"3076 LE","3076"," LE","Rotterdam","Lombardijen",51.87464,4.530058,215000,"6+ months",130,0,"Existing",500,5,"2010",4,1,0,0,0,0
"3065 SG","3065"," SG","Rotterdam","'s-Gravenland",51.92192,4.546494,1195000,"6+ months",250,0,"Existing",750,5,"2008",4,2,1,0,0,1
"3083 JH","3083"," JH","Rotterdam","Carnisse",51.88912,4.479336,175000,"6+ months",130,0,"Existing",325,5,"1908",3,1,0,0,0,1
"3161 EC","3161"," EC","Rhoon","Overhoeken",51.85874,4.44019,1180000,"6+ months",250,0,"Existing",675,5,"1994",4,1,1,1,0,0
"3161 XG","3161"," XG","Rhoon","Park Rhoon",51.85446,4.419534,179500,"6+ months",100,0,"Existing",260,4,"1956",3,1,0,0,0,1
"3077 RP","3077"," RP","Rotterdam","Beverwaard",51.89295,4.564119,175000,"4 months",110,0,"Existing",315,4,"1989",3,1,0,0,0,1
"3118 BA","3118"," BA","Schiedam","Wibautbuurt",51.91626,4.386106,350000,"6+ months",175,0,"Existing",500,8,"1989",7,1,0,0,0,1
"2907 XB","2907"," XB","Capelle aan den IJssel","Stadsdeelpark",51.93848,4.579239,2e+05,"6+ months",100,0,"Existing",280,3,"1908",2,1,0,0,0,1
"3114 BD","3114"," BD","Schiedam","Eilandenbuurt",51.90689,4.402209,125000,"6+ months",75,0,"Existing",240,3,"1911",2,1,0,0,0,0
"3161 NE","3161"," NE","Rhoon","Rhoon Noord",51.86248,4.413768,219500,"6+ months",115,0,"Existing",320,4,"1982",3,1,0,0,0,1
"2924 BD","2924"," BD","Krimpen aan den IJssel","Boveneind",51.92666,4.619695,495000,"4 months",192,0,"Existing",480,6,"1982",5,2,0,0,0,1
"2953 WH","2953"," WH","Alblasserdam","Waterland",51.87159,4.649855,340000,"6+ months",125,0,"Existing",430,5,"2000",4,1,0,0,0,1
"2988 BS","2988"," BS","Ridderkerk","Rijsoord",51.86463,4.559475,159000,"6+ months",63,0,"Existing",210,4,"1930",3,1,0,0,0,1
"2911 CL","2911"," CL","Nieuwerkerk aan den IJssel","Verspreide huizen Esse Polder",51.96231,4.622248,1990000,"6+ months",286,0,"Existing",1039,8,"2009",5,3,1,1,0,1
"3077 GN","3077"," GN","Rotterdam","Beverwaard",51.89997,4.558922,199000,"6+ months",140,1,"Existing",400,5,"1996",4,1,0,0,0,1
"3078 GC","3078"," GC","Rotterdam","Groot-IJsselmonde",51.89406,4.550675,175000,"6+ months",100,0,"Existing",300,4,"1938",3,1,0,0,0,0
"3195 SM","3195"," SM","Pernis Rotterdam","Pernis",51.88882,4.388038,199000,"4 months",100,0,"Existing",310,4,"1926",3,1,0,0,1,1
"2661 EB","2661"," EB","Bergschenhoek","Oosteindsche Ackers",51.9924,4.51423,7e+05,"6+ months",300,1,"Existing",825,9,"1950",5,2,0,0,0,1
"3117 VD","3117"," VD","Schiedam","Schildersbuurt",51.91322,4.38376,2e+05,"6+ months",180,0,"Existing",425,8,"1932",7,1,0,0,0,1
"3055 KL","3055"," KL","Rotterdam","Molenlaankwartier",51.95971,4.512358,915000,"6+ months",148,0,"Existing",428,4,"1960",3,2,1,0,0,0
"2661 EJ","2661"," EJ","Bergschenhoek","Dorp Bergschenhoek",51.9881,4.504568,225000,"6+ months",100,0,"Existing",330,5,"1935",3,1,0,0,0,1
"3117 PA","3117"," PA","Schiedam","Schrijversbuurt",51.91259,4.386933,89950,"6+ months",70,0,"Existing",190,3,"1930",2,1,0,0,0,0
"2961 AA","2961"," AA","Kinderdijk","Kinderdijk (gedeeltelijk)",51.88845,4.632488,249500,"6+ months",148,0,"Existing",420,5,"2003",4,1,0,0,0,1
"2907 LA","2907"," LA","Capelle aan den IJssel","Stadsdeelpark",51.93851,4.582156,649000,"6+ months",190,0,"Existing",685,7,"1984",6,2,1,0,0,1
"3161 CH","3161"," CH","Rhoon","Park Rhoon",51.8529,4.42058,249000,"6+ months",156,0,"Existing",425,5,"1930",4,1,0,0,0,0
"3342 GE","3342"," GE","Hendrik-Ido-Ambacht","De Sandeling",51.84068,4.62731,695000,"6+ months",180,0,"Existing",650,5,"1997",4,1,1,0,0,1
"2992 BS","2992"," BS","Barendrecht","Centrum West",51.85757,4.535859,649000,"6+ months",180,0,"Existing",525,5,"1983",4,2,0,0,0,1
"3056 PG","3056"," PG","Rotterdam","Terbregge",51.94957,4.506975,498000,"6+ months",175,0,"Existing",500,6,"2000",4,2,0,0,0,1
"2935 AG","2935"," AG","Ouderkerk aan den IJssel","Ouderkerk aan de IJssel",51.93494,4.635372,295000,"6+ months",150,0,"Existing",405,4,"1900",3,1,0,0,0,1
"3045 LL","3045"," LL","Rotterdam","Zestienhoven",51.94053,4.449955,790000,"6+ months",310,0,"Existing",800,10,"1999",3,3,1,1,0,0
"3262 AE","3262"," AE","Oud-Beijerland","Centrum-Noord",51.82813,4.411206,450000,"6+ months",192,0,"Existing",750,4,"1992",2,1,0,0,0,1
"2921 AD","2921"," AD","Krimpen aan den IJssel","Oud Krimpen",51.91374,4.580616,399000,"6+ months",350,0,"Existing",1200,7,"1930",5,1,0,0,0,1
"3341 LP","3341"," LP","Hendrik-Ido-Ambacht","Antoniapolder",51.84784,4.650203,419000,"6+ months",195,0,"Existing",750,6,"1890",4,2,0,0,1,1
"3065 PA","3065"," PA","Rotterdam","'s-Gravenland",51.92505,4.558908,525000,"6+ months",194,0,"Existing",525,5,"1998",4,1,0,0,0,1
"3171 AP","3171"," AP","Poortugaal","Landweg",51.8589,4.3965,214000,"6+ months",114,0,"Existing",315,4,"1960",3,1,0,0,0,1
"3075 AJ","3075"," AJ","Rotterdam","Vreewijk",51.88956,4.504696,275000,"6+ months",235,0,"Existing",425,10,"1926",4,2,0,0,0,0
"3343 PE","3343"," PE","Hendrik-Ido-Ambacht","Krommeweg-Zuid",51.83627,4.632521,229500,"5 months",116,0,"Existing",320,3,"1984",2,1,0,0,0,0
"3341 TC","3341"," TC","Hendrik-Ido-Ambacht","Oostendam",51.84542,4.640443,537000,"6+ months",187,0,"Existing",755,6,"1979",4,1,1,0,0,1
"2953 EE","2953"," EE","Alblasserdam","Vogelbuurt",51.8731,4.64124,169500,"6+ months",92,0,"Existing",255,4,"1961",3,1,0,0,0,0
"3022 DR","3022"," DR","Rotterdam","Nieuwe Westen",51.9208,4.450994,435000,"6+ months",200,0,"Existing",550,8,"1923",6,3,0,0,0,1
"2903 LA","2903"," LA","Capelle aan den IJssel","Vuykterrein",51.92387,4.589602,289000,"6+ months",140,0,"Existing",460,7,"1988",4,1,0,0,0,0
"2926 RK","2926"," RK","Krimpen aan den IJssel","Lansingh-Zuid",51.91081,4.611955,259000,"6+ months",123,0,"Existing",396,4,"2001",3,1,0,0,0,1
"3077 LJ","3077"," LJ","Rotterdam","Oud-IJsselmonde",51.8993,4.5511,369500,"6+ months",130,0,"Existing",350,5,"1938",2,1,0,0,0,0
"3161 BL","3161"," BL","Rhoon","Rhoon-Centrum",51.8553,4.41699,1790000,"6+ months",350,0,"Existing",1200,9,"Before 1906",4,2,0,0,0,1
"3043 CN","3043"," CN","Rotterdam","Overschie",51.9398,4.42145,625000,"6+ months",278,0,"Existing",850,8,"1910",6,2,0,0,0,1
"3172 VE","3172"," VE","Poortugaal","Poortugaal Zuid",51.84899,4.399871,229000,"6+ months",120,0,"Existing",330,4,"1924",3,1,0,0,0,0
"2841 DD","2841"," DD","Moordrecht","Bedrijventerrein 't Ambacht",51.9932,4.67109,595000,"6+ months",170,0,"Existing",500,3,"1989",2,1,0,0,0,1
"3114 NA","3114"," NA","Schiedam","Noletbuurt",51.90733,4.404294,130000,"6+ months",75,0,"Existing",225,4,"Before 1906",3,1,0,0,0,0
"2926 PX","2926"," PX","Krimpen aan den IJssel","Lansingh-Zuid",51.91287,4.609617,360000,"6+ months",144,0,"New",550,4,"2014",3,2,0,0,0,0
"3171 EK","3171"," EK","Poortugaal","Poortugaal-Centrum",51.8572,4.38667,224000,"6+ months",135,0,"Existing",365,5,"1976",4,1,0,0,0,0
"3059 RA","3059"," RA","Rotterdam","Nesselande",51.9826,4.59008,298000,"6+ months",125,0,"Existing",340,5,"2003",4,1,0,0,0,1
"3066 GA","3066"," GA","Rotterdam","Prinsenland",51.9293,4.54423,650000,"6+ months",175,0,"Existing",500,5,"1997",4,2,0,0,0,1
"3124 WG","3124"," WG","Schiedam","De Gaarden/Sveafors",51.93952,4.384676,235000,"5 months",135,0,"Existing",320,5,"1991",4,1,0,0,0,1
"2914 PG","2914"," PG","Nieuwerkerk aan den IJssel","Zuidplas Zuid",51.97412,4.623139,385000,"8 weeks",182,0,"Existing",475,7,"1985",6,1,0,0,0,1
"3041 JE","3041"," JE","Rotterdam","Blijdorpse Polder",51.93219,4.443681,359000,"6+ months",150,0,"Existing",375,3,"2007",2,1,0,0,0,1
"3079 WJ","3079"," WJ","Rotterdam","Groot-IJsselmonde",51.88221,4.551476,1e+05,"6+ months",65,0,"Existing",160,3,"1965",2,1,0,0,0,0
"3161 BC","3161"," BC","Rhoon","Rhoon-Centrum",51.85666,4.410427,395000,"6+ months",130,0,"Existing",365,4,"1958",3,1,0,0,0,1
"3171 DG","3171"," DG","Poortugaal","Landweg",51.85726,4.398743,299000,"6+ months",150,0,"Existing",550,6,"1992",4,1,0,0,0,1
"2992 KJ","2992"," KJ","Barendrecht","Dorpzicht",51.85973,4.529933,249999,"6+ months",93,0,"Existing",300,4,"1995",3,1,0,0,0,0
"3117 NA","3117"," NA","Schiedam","Fabribuurt",51.9154,4.39183,150000,"6+ months",90,0,"Existing",210,2,"1882",1,1,0,0,0,0
"2907 ZB","2907"," ZB","Capelle aan den IJssel","Schildersvormenbuurt",51.95209,4.595909,225000,"5 months",117,0,"Existing",325,3,"1982",1,1,0,0,0,0
"2902 LM","2902"," LM","Capelle aan den IJssel","'s-Gravenweg en Alexanderlaan",51.93248,4.573743,895000,"6+ months",220,0,"Existing",616,7,"2011",3,2,1,0,0,1
"3065 SC","3065"," SC","Rotterdam","'s-Gravenland",51.92479,4.564143,798000,"6+ months",230,0,"Existing",725,6,"2011",5,2,0,0,0,1
"3075 BK","3075"," BK","Rotterdam","Vreewijk",51.8876,4.4973,174000,"6+ months",130,0,"Existing",440,5,"1905",2,1,0,0,0,1
"3081 TA","3081"," TA","Rotterdam","Tarwewijk",51.89304,4.486876,209000,"6+ months",96,0,"Existing",245,5,"1998",4,1,0,0,0,0
"3068 GR","3068"," GR","Rotterdam","Zevenkamp",51.95953,4.568055,199500,"6+ months",125,0,"Existing",350,4,"1982",3,1,0,0,0,1
"3075 KE","3075"," KE","Rotterdam","Vreewijk",51.88915,4.514121,264500,"6+ months",125,0,"Existing",310,4,"2004",2,1,0,0,0,1
"3055 WT","3055"," WT","Rotterdam","Molenlaankwartier",51.96853,4.497071,1195000,"6+ months",254,0,"Existing",888,5,"1979",4,2,1,1,0,1
"3059 LH","3059"," LH","Rotterdam","Nesselande",51.99112,4.596377,745000,"6+ months",109,0,"Existing",450,5,"1752",3,1,0,0,0,0
"3343 DM","3343"," DM","Hendrik-Ido-Ambacht","Krommeweg-Noord",51.84021,4.64061,275000,"6+ months",143,0,"Existing",462,5,"1987",4,1,0,0,0,0
"3076 VB","3076"," VB","Rotterdam","Lombardijen",51.8711,4.525985,129000,"6+ months",65,0,"Existing",225,3,"1960",2,1,0,0,0,0
"3171 CR","3171"," CR","Poortugaal","Beatrixstraat",51.8593,4.38996,350000,"6+ months",170,0,"Existing",500,6,"1974",5,2,1,0,0,1
"3077 BL","3077"," BL","Rotterdam","Oud-IJsselmonde",51.89771,4.543945,275000,"6+ months",150,0,"Existing",500,7,"1937",4,1,0,0,1,1
"3025 HB","3025"," HB","Rotterdam","Bospolder",51.90853,4.448077,235000,"2 months",100,0,"Existing",275,5,"1897",2,1,0,0,0,0
"3079 PS","3079"," PS","Rotterdam","Groot-IJsselmonde",51.88393,4.541632,210000,"6+ months",100,0,"Existing",270,5,"1991",3,1,0,1,1,1
"2924 AT","2924"," AT","Krimpen aan den IJssel","Boveneind",51.92403,4.611966,1250000,"6+ months",400,0,"Existing",1900,11,"1700",6,2,0,1,1,1
"3054 BP","3054"," BP","Rotterdam","Hillegersberg-Noord",51.95472,4.491127,1795000,"6+ months",300,0,"Existing",900,6,"1930",5,3,1,1,0,0
"2651 AH","2651"," AH","Berkel en Rodenrijs","Vlinderstrik",51.97095,4.436084,649000,"6+ months",230,0,"Existing",770,6,"1979",4,2,0,0,0,0
"3114 NG","3114"," NG","Schiedam","Noletbuurt",51.90625,4.404975,107000,"6+ months",65,0,"Existing",175,4,"1875",3,1,0,0,0,0
"2906 GB","2906"," GB","Capelle aan den IJssel","Akker- en Haagwinde",51.93167,4.568673,450000,"6+ months",135,0,"Existing",375,4,"1978",3,1,0,0,0,1
"2921 XL","2921"," XL","Krimpen aan den IJssel","Oud Krimpen",51.91214,4.583605,169500,"6+ months",100,0,"Existing",250,5,"1927",3,1,0,0,0,0
"2904 EK","2904"," EK","Capelle aan den IJssel","Diepenbuurt",51.93422,4.602705,179500,"6+ months",120,0,"Existing",360,5,"1975",4,1,0,0,0,0
"2991 VJ","2991"," VJ","Barendrecht","Noldijk",51.84214,4.563571,374000,"6+ months",210,0,"Existing",600,7,"1930",4,1,0,0,0,1
"2921 XP","2921"," XP","Krimpen aan den IJssel","Oud Krimpen",51.91317,4.58328,139000,"6+ months",90,0,"Existing",250,4,"1927",2,1,0,0,0,1
"2935 BL","2935"," BL","Ouderkerk aan den IJssel","Verspreide huizen in het Noorden",51.95161,4.642113,337500,"6+ months",160,0,"Existing",450,6,"1925",4,1,0,0,0,1
"3114 NR","3114"," NR","Schiedam","Noletbuurt",51.90613,4.405482,89500,"6+ months",55,0,"Existing",155,2,"1900",1,1,0,0,0,0
"2904 CJ","2904"," CJ","Capelle aan den IJssel","Dalenbuurt",51.9386,4.610176,325000,"5 months",126,0,"Existing",390,4,"1978",3,1,0,0,0,1
"3063 JC","3063"," JC","Rotterdam","De Esch",51.9071,4.52249,165000,"6+ months",84,0,"Existing",206,4,"1988",3,1,0,0,0,0
"2924 VE","2924"," VE","Krimpen aan den IJssel","Boveneind",51.9226,4.60555,239500,"6+ months",115,0,"Existing",350,4,"1974",3,1,0,0,0,0
"2907 SE","2907"," SE","Capelle aan den IJssel","Instrumentenbuurt",51.9516,4.580663,105000,"6+ months",45,0,"Existing",130,2,"1981",1,1,0,1,0,1
"3056 AD","3056"," AD","Rotterdam","Terbregge",51.95206,4.517329,390000,"6+ months",173,0,"Existing",500,5,"2000",4,2,1,1,0,1
"2645 MC","2645"," MC","Delfgauw","Emerald",52.00092,4.399336,509000,"6+ months",185,0,"Existing",585,6,"2004",5,1,0,0,0,1
"2986 TC","2986"," TC","Ridderkerk","Drievliet",51.8602,4.613882,275000,"6+ months",105,0,"Existing",420,3,"1980",2,1,0,0,0,1
"3195 VL","3195"," VL","Pernis Rotterdam","Pernis",51.8888,4.38374,122500,"5 months",75,0,"Existing",210,2,"1930",1,1,0,0,0,0
"3161 XS","3161"," XS","Rhoon","Tijsjesdijk",51.85097,4.419565,398000,"6+ months",150,0,"Existing",485,4,"1967",2,1,0,0,0,1
"3079 PA","3079"," PA","Rotterdam","Groot-IJsselmonde",51.88396,4.543118,199500,"6+ months",130,0,"Existing",375,7,"1930",3,1,0,0,0,0
"2651 AJ","2651"," AJ","Berkel en Rodenrijs","Vlinderstrik",51.97415,4.451424,175000,"6+ months",90,0,"Existing",230,5,"1938",3,1,0,0,0,1
"2923 XD","2923"," XD","Krimpen aan den IJssel","Kortland-Zuid",51.9122,4.597437,135000,"6+ months",70,0,"Existing",200,4,"1960",3,1,0,0,0,1
"3274 AN","3274"," AN","Heinenoord","Heinenoord",51.82841,4.473779,328000,"6+ months",110,0,"Existing",395,4,"1930",3,1,0,0,0,1
"3176 PL","3176"," PL","Poortugaal","Valckesteyn",51.86448,4.398757,649000,"6+ months",215,0,"Existing",650,8,"2000",5,1,1,0,0,1
"3068 PV","3068"," PV","Rotterdam","Zevenkamp",51.96533,4.573526,183000,"5 months",105,0,"Existing",300,4,"1982",3,1,0,0,0,1
"2988 BH","2988"," BH","Ridderkerk","Verenambacht",51.86355,4.559865,748000,"6+ months",155,0,"Existing",525,5,"1970",3,2,0,0,0,1
"3124 BN","3124"," BN","Schiedam","De Vlinderhoven/Sveaholm",51.94136,4.382863,269000,"6+ months",140,0,"Existing",430,6,"1990",4,1,0,0,0,1
"2993 DX","2993"," DX","Barendrecht","Waterkant",51.8469,4.50489,267500,"6+ months",120,0,"Existing",382,4,"1998",2,1,0,0,0,1
"3055 VD","3055"," VD","Rotterdam","Molenlaankwartier",51.96933,4.496543,1500000,"6+ months",305,0,"Existing",1603,7,"2010",4,3,0,0,0,1
"2983 GG","2983"," GG","Ridderkerk","Slikkeveer",51.87891,4.60653,217500,"6+ months",80,0,"Existing",300,4,"1920",2,1,0,0,0,1
"3074 VC","3074"," VC","Rotterdam","Hillesluis",51.89136,4.514148,169500,"6+ months",78,0,"Existing",225,4,"2004",4,1,0,0,0,1
"3082 PV","3082"," PV","Rotterdam","Oud-Charlois",51.88662,4.461126,315000,"6+ months",155,0,"Existing",465,5,"1930",3,1,0,0,0,0
"2953 AG","2953"," AG","Alblasserdam","Staatsliedenbuurt",51.86847,4.652744,159500,"6+ months",80,0,"Existing",270,4,"1960",3,1,0,0,0,0
"3043 LA","3043"," LA","Rotterdam","Overschie",51.93626,4.443657,170000,"6+ months",118,0,"Existing",330,3,"1900",2,1,0,0,0,1
"3114 NW","3114"," NW","Schiedam","Noletbuurt",51.90606,4.406516,155000,"5 months",93,1,"Existing",453,4,"1906",2,1,0,0,0,1
"3032 PM","3032"," PM","Rotterdam","Agniesebuurt",51.93098,4.471012,250000,"6+ months",105,0,"Existing",273,5,"2000",2,1,0,0,0,1
"3161 EM","3161"," EM","Rhoon","Buitengebied",51.85255,4.461074,2750000,"6+ months",525,0,"Existing",1600,9,"2001",4,3,1,0,1,1
"3117 AZ","3117"," AZ","Schiedam","Schrijversbuurt",51.91375,4.38612,2e+05,"6+ months",140,0,"Existing",365,6,"1932",5,1,0,0,0,1
"3161 KM","3161"," KM","Rhoon","Ghijseland",51.85951,4.425076,798000,"6+ months",265,0,"Existing",900,9,"1932",7,1,0,0,0,1
"3059 LC","3059"," LC","Rotterdam","Nesselande",51.97735,4.594146,785000,"6+ months",130,0,"Existing",328,5,"1963",4,1,0,0,0,1
"3055 WT","3055"," WT","Rotterdam","Molenlaankwartier",51.96967,4.496704,1560000,"6+ months",375,0,"Existing",1425,7,"1992",4,2,1,0,0,1
"2904 VB","2904"," VB","Capelle aan den IJssel","Eilandenbuurt",51.93345,4.603851,399500,"6+ months",175,0,"Existing",625,5,"1973",4,2,0,0,0,1
"3069 WN","3069"," WN","Rotterdam","Zevenkamp",51.96563,4.565666,239000,"6+ months",130,0,"Existing",365,4,"1982",3,1,0,0,0,1
"3069 WD","3069"," WD","Rotterdam","Zevenkamp",51.96606,4.56546,174750,"6+ months",120,0,"Existing",320,5,"1983",4,1,0,0,0,1
"3045 PL","3045"," PL","Rotterdam","Hillegersberg-Zuid",51.94582,4.460608,475000,"6+ months",150,0,"Existing",540,6,"1923",2,1,0,0,0,1
"3021 DN","3021"," DN","Rotterdam","Middelland",51.91463,4.456015,549000,"6+ months",290,0,"Existing",950,8,"1908",3,1,1,0,0,0
"2985 VV","2985"," VV","Ridderkerk","Ridderkerk-Oost",51.86575,4.601549,575000,"6+ months",215,0,"Existing",740,6,"2005",5,2,1,0,0,1
"3059 PG","3059"," PG","Rotterdam","Nesselande",51.9827,4.59113,419000,"6+ months",160,0,"Existing",500,5,"2002",4,1,0,0,0,1
"2652 DC","2652"," DC","Berkel en Rodenrijs","Havenbuurt",51.99437,4.466114,275000,"6+ months",108,0,"Existing",400,5,"2004",3,1,0,0,0,1
"3263 EA","3263"," EA","Oud-Beijerland","Spuioeverwijk",51.8281,4.4034,229000,"6+ months",110,0,"Existing",330,5,"1987",4,1,0,0,0,1
"2924 AV","2924"," AV","Krimpen aan den IJssel","Boveneind",51.92525,4.605579,429000,"6+ months",160,0,"Existing",425,7,"1934",6,2,0,0,0,1
"2986 VD","2986"," VD","Ridderkerk","Drievliet",51.86205,4.607095,224500,"6+ months",120,0,"Existing",325,6,"1976",5,1,0,0,0,1
"2954 BL","2954"," BL","Alblasserdam","Zeelt",51.8722,4.65456,217500,"6+ months",110,0,"Existing",320,4,"1987",3,1,0,0,0,1
"3342 AD","3342"," AD","Hendrik-Ido-Ambacht","Dorp",51.84254,4.629261,775000,"6+ months",250,0,"Existing",750,7,"1970",4,2,1,0,0,1
"3043 LB","3043"," LB","Rotterdam","Overschie",51.9349,4.445202,150000,"6+ months",76,0,"Existing",185,3,"1897",2,1,0,0,0,1
"3069 RR","3069"," RR","Rotterdam","Zevenkamp",51.9749,4.57767,825000,"6+ months",271,0,"Existing",665,5,"2002",3,1,1,0,0,1
"3077 VB","3077"," VB","Rotterdam","Beverwaard",51.8961,4.57084,175000,"6+ months",105,0,"Existing",294,5,"1984",4,1,0,0,0,0
"2992 HV","2992"," HV","Barendrecht","Bijdorp",51.86016,4.521115,519000,"6+ months",178,0,"Existing",580,4,"2000",3,1,0,0,0,1
"3043 CN","3043"," CN","Rotterdam","Overschie",51.93948,4.421009,199000,"2 months",163,0,"Existing",489,6,"1910",5,1,0,0,0,1
"2931 SE","2931"," SE","Krimpen aan de Lek","Lekdijk",51.8966,4.61267,1500000,"6+ months",205,0,"Existing",710,4,"2001",3,1,1,0,0,1
"3171 HG","3171"," HG","Poortugaal","Landweg",51.85661,4.403852,409000,"6+ months",165,1,"Existing",550,5,"1993",3,1,1,0,0,1
"3161 JG","3161"," JG","Rhoon","Tijsjesdijk",51.8518,4.42742,269000,"6+ months",139,0,"Existing",434,6,"1974",4,1,0,0,0,1
"3067 ZS","3067"," ZS","Rotterdam","Oosterflank",51.9467,4.561878,189000,"6+ months",90,0,"Existing",220,4,"1981",3,1,0,0,0,1
"2661 ST","2661"," ST","Bergschenhoek","Oosteindsche Ackers",51.99242,4.505088,4e+05,"6+ months",132,0,"Existing",480,5,"2000",4,1,0,0,0,1
"3086 ZM","3086"," ZM","Rotterdam","Pendrecht",51.87593,4.476152,225000,"6+ months",94,0,"Existing",300,5,"2004",3,1,0,0,0,1
"3111 JN","3111"," JN","Schiedam","Binnenstad",51.91746,4.398171,149500,"6+ months",94,0,"Existing",255,3,"1865",1,1,0,0,0,0
"3079 LV","3079"," LV","Rotterdam","Groot-IJsselmonde",51.8822,4.55303,189000,"6+ months",124,0,"Existing",360,6,"1965",5,1,0,0,0,1
"2641 NN","2641"," NN","Pijnacker","Oude Leede / Zuidpolder",51.98833,4.426783,237500,"6+ months",75,0,"Existing",200,4,"Before 1906",2,1,0,0,0,0
"3112 SK","3112"," SK","Schiedam","Singelkwartier",51.91896,4.409911,209000,"6+ months",130,0,"Existing",360,5,"2001",4,1,0,0,0,0
"2931 AJ","2931"," AJ","Krimpen aan de Lek","Beroepenbuurt",51.8933,4.62098,149500,"6+ months",63,0,"Existing",215,3,"1910",2,1,0,0,0,1
"2925 DK","2925"," DK","Krimpen aan den IJssel","Langeland",51.92427,4.623088,649000,"6+ months",170,0,"Existing",550,8,"1988",7,1,0,0,0,0
"2981 EH","2981"," EH","Ridderkerk","Ridderkerk-Centrum",51.8708,4.602932,649000,"6+ months",220,0,"Existing",600,6,"1900",4,1,1,0,0,1
"2931 LE","2931"," LE","Krimpen aan de Lek","Tiendweg-West",51.89878,4.642572,475000,"6+ months",150,0,"Existing",475,6,"1900",4,1,0,0,0,1
"3077 RA","3077"," RA","Rotterdam","Beverwaard",51.89346,4.569187,189500,"6+ months",120,0,"Existing",312,5,"1980",4,1,0,0,0,1
"2914 PB","2914"," PB","Nieuwerkerk aan den IJssel","Zuidplas Zuid",51.9739,4.62212,253000,"6+ months",125,0,"Existing",375,6,"1983",5,1,0,1,0,0
"3077 RP","3077"," RP","Rotterdam","Beverwaard",51.89467,4.564691,209500,"6+ months",110,0,"Existing",285,5,"1986",4,1,0,0,0,1
"2951 AV","2951"," AV","Alblasserdam","kerkbuurt",51.8622,4.66288,188500,"6+ months",95,0,"Existing",280,4,"1935",3,1,0,0,0,1
"3068 LC","3068"," LC","Rotterdam","Zevenkamp",51.96092,4.564859,224500,"6+ months",135,0,"Existing",355,5,"1980",4,1,0,0,0,1
"3195 VR","3195"," VR","Pernis Rotterdam","Pernis",51.88854,4.386347,159500,"6+ months",131,0,"Existing",300,4,"1935",3,1,0,0,0,0
"3079 CM","3079"," CM","Rotterdam","Groot-IJsselmonde",51.88462,4.537471,225000,"6+ months",100,0,"Existing",280,4,"1963",3,1,0,0,0,1
